ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
NAM,0.0,Namibia,0.01736479842674533,0.01736479842674533,104.0,35.0,69.0
JAM,1.9665683382497542e-05,Jamaica,0.017305801376597835,0.017286135693215337,100.0,36.0,64.0
SLV,0.0,El Salvador,0.017246804326450343,0.017246804326450343,104.0,38.0,66.0
BWA,0.0,Botswana,0.01718780727630285,0.01718780727630285,104.0,39.0,65.0
KAZ,0.0,Kazakhstan,0.015260570304818092,0.015260570304818092,104.0,42.0,62.0
BEL,0.01697148475909538,Belgium,0.03213372664700098,0.015162241887905603,33.0,27.0,6.0
RUS,0.03954768928220256,Russian Federation,0.053903638151425765,0.014355948869223208,21.0,18.0,3.0
KOR,0.0,"Korea, Republic",0.013569321533923304,0.013569321533923304,104.0,43.0,61.0
ZMB,0.0,Zambia,0.013352999016715831,0.013352999016715831,104.0,44.0,60.0
AGO,0.0,Angola,0.008888888888888889,0.008888888888888889,104.0,53.0,51.0
DNK,0.007551622418879056,Denmark,0.016302851524090462,0.008751229105211407,56.0,41.0,15.0
UKR,7.866273352999017e-05,Ukraine,0.008810226155358898,0.008731563421828908,94.0,54.0,40.0
GEO,0.0,Georgia,0.008692232055063913,0.008692232055063913,104.0,56.0,48.0
NIC,0.004405113077679449,Nicaragua,0.01303834808259587,0.008633235004916421,64.0,45.0,19.0
CHL,0.0,Chile,0.008633235004916421,0.008633235004916421,104.0,60.0,44.0
HTI,0.0,Haiti,0.008593903638151426,0.008593903638151426,104.0,63.0,41.0
MAR,0.0,Morocco,0.008574237954768929,0.008574237954768929,104.0,64.0,40.0
DEU,0.0536086529006883,Germany,0.062123893805309735,0.008515240904621434,15.0,16.0,-1.0
SVK,0.00039331366764995085,Slovakia,0.008810226155358898,0.008416912487708948,86.0,54.0,32.0
SWZ,0.00039331366764995085,Eswatini,0.008633235004916421,0.00823992133726647,86.0,60.0,26.0
BGR,0.0003736479842674533,Bulgaria,0.008613569321533922,0.008239921337266469,88.0,62.0,26.0
COG,0.021494591937069814,"Congo, Republic",0.029636184857423795,0.00814159292035398,27.0,28.0,-1.0
PRY,0.0,Paraguay,0.007689282202556539,0.007689282202556539,104.0,66.0,38.0
CZE,0.005211406096361848,Czech Republic,0.012192723697148475,0.006981317600786627,60.0,48.0,12.0
NGA,0.043775811209439526,Nigeria,0.049891838741396265,0.006116027531956739,17.0,22.0,-5.0
SEN,0.0,Senegal,0.005034414945919371,0.005034414945919371,104.0,67.0,37.0
LCA,0.0,Saint Lucia,0.004365781710914454,0.004365781710914454,104.0,71.0,33.0
BIH,0.0,Bosnia Herzegovina,0.0043461160275319564,0.0043461160275319564,104.0,73.0,31.0
CYM,0.0,Cayman Islands,0.0043461160275319564,0.0043461160275319564,104.0,73.0,31.0
